,id,name,short_description,gender,country,occupation,birth_year,death_year,manner_of_death,age_of_death,agerange
422700,Q4934612,Bobbi Martin,musician,Female,United States of America,Artist,1943,2000.0,natural causes,57.0,50-59
422782,Q4934918,Bobby DeBarge,singer,Male,United States of America,Artist,1956,1995.0,,39.0,30-39
422790,Q4934943,Carol White,actress,Female,United Kingdom,Artist,1943,1991.0,,48.0,40-49
422827,Q4935079,Lena Allansdotter,actress,Female,Sweden,Artist,1946,1997.0,,51.0,50-59
422886,Q4935264,Bobby Kottarakkara,actor,Male,India; British Raj,Artist,1945,2001.0,,56.0,50-59
422888,Q4935266,Bobby LaKind,musician,Male,United States of America,Artist,1945,1992.0,natural causes,47.0,40-49
422890,Q4935274,Bobby Lauher,actor,Male,United States of America,Artist,1930,1973.0,,43.0,40-49
422929,Q4935383,Bobby Mitchell,musician,Male,United States of America,Artist,1935,1986.0,,51.0,50-59
422972,Q4935561,Bobby Sheen,singer,Male,United States of America,Artist,1941,2000.0,natural causes,59.0,50-59
423051,Q4935927,Sonja Andersson,writer,,Sweden,Artist,1932,1976.0,,44.0,40-49
423113,Q4937002,Kerstin Aulén,singer,Female,Sweden,Artist,1943,1991.0,,48.0,40-49
423115,Q4937082,Inger Axö,actress,Female,Sweden,Artist,1939,1986.0,,47.0,40-49
423129,Q4937317,Helen Bailey,writer,Female,United Kingdom,Artist,1965,2016.0,homicide,51.0,50-59
423257,Q4938573,Lillevi Bergman,actress,,Sweden,Artist,1944,1985.0,,41.0,40-49
423413,Q4940213,Else-Britt Boström,singer,Female,Sweden,Artist,1950,1987.0,,37.0,30-39
423626,Q4943236,Doris Coley,singer,Female,United States of America,Artist,1941,2000.0,natural causes,59.0,50-59
423657,Q4943966,Helena Dahlbäck,writer,Female,Sweden,Artist,1960,2000.0,,40.0,30-39
423729,Q4945203,Madeleine Dranger,artist,Female,Sweden,Artist,1943,2002.0,,59.0,50-59
423825,Q4945855,Maria Eggers,actress,Female,Sweden,Artist,1969,2020.0,,51.0,50-59
423838,Q4946033,Monica Ekberg,actress,Female,Sweden,Artist,1936,1965.0,,29.0,18-29
423944,Q4947421,Myrna Fahey,actress,Female,United States of America,Artist,1933,1973.0,natural causes,40.0,30-39
424095,Q4949946,Lena Gester,actress,Female,Sweden,Artist,1944,1980.0,,36.0,30-39
424113,Q4950184,Fanny Gjörup,,Female,Sweden,Artist,1961,2001.0,,40.0,30-39
424114,Q4950189,Malin Gjörup,,Female,Sweden,Artist,1964,2020.0,,56.0,50-59
424227,Q4952201,Ulla Hallin,singer,Female,Sweden,Artist,1939,1970.0,,31.0,30-39
424253,Q4952354,Boyd Jarvis,musician,Male,United States of America,Artist,1958,2018.0,,60.0,50-59
424257,Q4952372,Eva Hammar,singer,Female,Sweden,Artist,1941,1984.0,,43.0,40-49
424261,Q4952390,Boyd Vance,actor,Male,,Artist,1957,2005.0,,48.0,40-49
424299,Q4952854,Karin Hartvig,artist,Female,Sweden,Artist,1934,1990.0,,56.0,50-59
424333,Q4953105,B. P. Nichol,poet,Male,Canada,Artist,1944,1988.0,,44.0,40-49
424358,Q4953322,Inger Heinerborg,singer,Female,Sweden,Artist,1951,1993.0,,42.0,40-49
424376,Q4953504,Lone Helmer,actress,,Denmark,Artist,1940,1997.0,,57.0,50-59
424397,Q4953822,Brad Bufanda,actor,Male,United States of America,Artist,1983,2017.0,suicide,34.0,30-39
424428,Q4954139,Brad Morrow,actor,Male,United States of America,Artist,1942,1997.0,natural causes,55.0,50-59
424436,Q4954217,Brad Robinson,musician,Male,Australia,Artist,1958,1996.0,natural causes,38.0,30-39
424441,Q4954258,Brad Sihvon,actor,Male,Canada,Artist,1971,2010.0,,39.0,30-39
424469,Q4954603,Gun Holmqvist,actress,,Sweden,Artist,1931,1988.0,,57.0,50-59
424481,Q4954687,Bradford Graves,artist,Male,,Artist,1939,1998.0,,59.0,50-59
424502,Q4954974,Bradley Lavelle,,Male,Canada,Artist,1958,2007.0,natural causes,49.0,40-49
424552,Q4955504,Birgitta Hörnblad,actress,Female,Sweden,Artist,1944,1998.0,,54.0,50-59
424578,Q4955946,Birgitta Isberg,actress,Female,Sweden,Artist,1938,1997.0,,59.0,50-59
424602,Q4956332,Erika Janson,musician,Female,Sweden,Artist,1962,2000.0,accident,38.0,30-39
424621,Q4956696,Brandi Wells,singer,Female,United States of America,Artist,1955,2003.0,natural causes,48.0,40-49
424706,Q4958026,Bratislav Bata Anastasijević,musician,Male,Serbia,Artist,1936,1992.0,,56.0,50-59
424730,Q4958452,Trish Keenan,musician,Female,United Kingdom,Artist,1968,2011.0,natural causes,43.0,40-49
424762,Q4958946,Diana Kjaer,actress,Female,Sweden,Artist,1945,2005.0,,60.0,50-59
424836,Q4960162,Bree O'Mara,,Female,South Africa,Artist,1968,2010.0,accident,42.0,40-49
424842,Q4960305,Ylva Källström-Eklund,artist,,Sweden,Artist,1933,1988.0,,55.0,50-59
424914,Q4960920,Brendan Healy,,Male,England; United Kingdom,Artist,1956,2016.0,natural causes,60.0,
424965,Q4961458,Brent Liles,musician,Male,United States of America,Artist,1963,2007.0,accident,44.0,40-49
424993,Q4962041,Tove Lie,writer,Female,Norway,Artist,1942,2000.0,,58.0,50-59
425009,Q4962170,Brett Ford,musician,Male,Australia,Artist,1959,2007.0,,48.0,40-49
425014,Q4962216,Brett Hoffmann,singer,Male,United States of America,Artist,1967,2018.0,,51.0,50-59
425148,Q4963337,Marianne Ljunggren,actress,Female,Sweden,Artist,1931,1987.0,,56.0,50-59
425158,Q4963393,Brian Coburn,,Male,,Artist,1936,1989.0,,53.0,50-59
425163,Q4963429,Brian Cookman,musician,Male,United Kingdom,Artist,1946,2005.0,natural causes,59.0,50-59
425165,Q4963450,Brian Cowan,actor,Male,United Kingdom,Artist,1962,2021.0,,59.0,50-59
425176,Q4963506,Brian Daley,writer,Male,United States of America,Artist,1947,1996.0,natural causes,49.0,40-49
425352,Q4964565,Brian MacLeod,musician,Male,Canada,Artist,1952,1992.0,natural causes,40.0,30-39
425460,Q4965193,Brian Roy Goble,musician,Male,Canada,Artist,1957,2014.0,,57.0,50-59
425461,Q4965200,Brian Runnett,musician,Male,United Kingdom,Artist,1935,1970.0,,35.0,30-39
425515,Q4965513,Brian Turk,actor,Male,United States of America,Artist,1970,2019.0,,49.0,40-49
425606,Q4966802,Katja Medbøe,actress,Female,Norway,Artist,1945,1996.0,suicide,51.0,50-59
425656,Q4967777,Marianne Mohaupt,actress,Female,Sweden,Artist,1934,1985.0,,51.0,50-59
425698,Q4968374,Javiera Muñoz,singer,Female,Sweden,Artist,1977,2018.0,,41.0,40-49
425708,Q4968504,Briony McRoberts,,Female,United Kingdom,Artist,1957,2013.0,suicide,56.0,50-59
425717,Q4968674,Mona Månsson,actress,Female,Sweden,Artist,1944,2002.0,,58.0,50-59
425728,Q4968763,Lene Møller,actress,Female,Denmark,Artist,1936,1995.0,,59.0,50-59
425765,Q4969363,Gerda Nicolson,actress,Female,Australia,Artist,1937,1992.0,,55.0,50-59
425789,Q4969649,Josefin Nilsson,singer,Female,Sweden,Artist,1969,2016.0,,47.0,40-49
425796,Q4969751,Nina Björk Árnadóttir,writer,Female,Iceland,Artist,1941,2000.0,,59.0,
425815,Q4970022,Bibi Nordin,actress,,Sweden,Artist,1939,1997.0,,58.0,50-59
425922,Q4971751,Birgitta Palme,actress,Female,Sweden,Artist,1940,2000.0,,60.0,50-59
425934,Q4971949,Stella Parland,writer,Female,Finland,Artist,1974,2015.0,,41.0,40-49
426051,Q4974091,Bronte Woodard,writer,Male,United States of America,Artist,1940,1980.0,natural causes,40.0,30-39
426055,Q4974121,Bronwen Wallace,poet,Female,Canada,Artist,1945,1989.0,,44.0,40-49
426082,Q4974458,Brooke McCarter,actor,Male,United States of America,Artist,1963,2015.0,,52.0,50-59
426083,Q4974468,Margareta Renberg,artist,Female,Sweden,Artist,1945,2005.0,,60.0,50-59
426174,Q4975614,Rana Ross,musician,,United States of America,Artist,1961,2003.0,,42.0,40-49
426334,Q4977365,Bruce Day,musician,Male,United States of America,Artist,1946,1999.0,,53.0,50-59
426365,Q4977503,Bruce Fraser,writer,Male,United States of America,Artist,1954,2006.0,,52.0,50-59
426372,Q4977539,Bruce Gary,musician,Male,United States of America,Artist,1951,2006.0,natural causes,55.0,50-59
426644,Q4979149,Pia Skoglund,actress,Female,Sweden,Artist,1931,1957.0,,26.0,18-29
426647,Q4979161,Leena Skoog,actress,Female,Sweden,Artist,1951,1998.0,,47.0,40-49
426741,Q4979938,Camilla Stærn,actress,Female,Sweden,Artist,1947,1993.0,,46.0,40-49
426785,Q4980145,Bryan Harvey,musician,Male,United States of America,Artist,1956,2006.0,homicide,50.0,40-49
426787,Q4980164,Bryan Hipp,musician,Male,United States of America,Artist,1968,2006.0,,38.0,30-39
426872,Q4980520,Karin Stigsdotter,actress,Female,Sweden,Artist,1965,2007.0,,42.0,40-49
426961,Q4981199,Annika Sundbaum-Melin,writer,Female,Sweden,Artist,1962,2018.0,,56.0,50-59
427034,Q4982013,Anne-Lise Tangstad,actor,Female,Norway,Artist,1935,1981.0,,46.0,40-49
427038,Q4982112,Inger Taube,actress,Female,Sweden,Artist,1939,1996.0,,57.0,50-59
427116,Q4982861,Georgeanna Tillman,singer,Female,United States of America,Artist,1943,1980.0,natural causes,37.0,30-39
427127,Q4982894,Hilary Tindall,actress,Female,United Kingdom,Artist,1938,1992.0,natural causes,54.0,50-59
427233,Q4983813,Bud Cockrell,musician,Male,United States of America,Artist,1950,2010.0,natural causes,60.0,50-59
427456,Q4987952,Märit Carlsson,actress,,Sweden,Artist,1951,2007.0,,56.0,50-59
427457,Q4987969,Cathy Carr,singer,Female,United States of America,Artist,1936,1988.0,,52.0,50-59
427615,Q4990276,Öllegård Wellton,actress,Female,Sweden,Artist,1932,1991.0,,59.0,50-59
427627,Q4990309,Annalisa Wenström,actress,,Sweden,Artist,1930,1964.0,,34.0,30-39
427637,Q4990370,Catrin Westerlund,,Female,Sweden,Artist,1934,1982.0,,48.0,40-49
427689,Q4990625,Kathrine Windfeld,film,Female,Denmark,Artist,1966,2015.0,natural causes,49.0,40-49
428085,Q4994720,Ole Søltoft,actor,Male,Denmark,Artist,1941,1999.0,,58.0,50-59
428210,Q5000814,Burton Berinsky,,Male,United States of America,Artist,1931,1991.0,,60.0,50-59
428436,Q5006250,C. A. Patrides,writer,Male,United States of America,Artist,1930,1986.0,,56.0,50-59
428715,Q5007393,Jan Kostwinder,poet,,Kingdom of the Netherlands,Artist,1960,2001.0,,41.0,40-49
428779,Q5018127,Cal Chamberlain,artist,Male,,Artist,1968,2008.0,,40.0,30-39
428881,Q5019795,Cali Carranza,singer,Male,United States of America,Artist,1953,2012.0,,59.0,50-59
428938,Q5024405,Calvin Hampton,musician,Male,United States of America,Artist,1938,1984.0,,46.0,40-49
428943,Q5024417,Calvin Hunt,musician,Male,United States of America,Artist,1957,2009.0,,52.0,50-59
429000,Q5026568,Camilla Carlson,,Female,Norway,Artist,1930,1990.0,,60.0,50-59
429066,Q5028124,Campbell Morrison,actor,Male,United Kingdom,Artist,1952,2008.0,,56.0,50-59
429195,Q5039804,Carl Albert,,Male,United States of America,Artist,1962,1995.0,,33.0,30-39
429208,Q5039826,Carl Andrews,actor,Male,United Kingdom,Artist,1947,1990.0,,43.0,40-49
429229,Q5039885,Carl Belew,,Male,United States of America,Artist,1931,1990.0,natural causes,59.0,50-59
429334,Q5040151,Carl Forgione,actor,Male,United Kingdom,Artist,1944,1998.0,,54.0,50-59
429526,Q5040558,Carl Monson,film,Male,United States of America,Artist,1932,1988.0,,56.0,50-59
429584,Q5040685,Carl Ray,artist,Male,Canada,Artist,1943,1978.0,,35.0,30-39
429855,Q5041737,Carlos Almaraz,artist,Male,United States of America,Artist,1941,1989.0,,48.0,40-49
430019,Q5042598,Carlos Ruiz-Tagle,writer,Male,Chile,Artist,1932,1991.0,,59.0,50-59
430158,Q5043516,Carmen Marina Torres,actress,Female,Colombia,Artist,1956,2015.0,,59.0,50-59
430249,Q5044543,Carol Schlosberg,artist,Female,United States of America,Artist,1957,1998.0,,41.0,40-49
430272,Q5044699,Carole Lesley,actress,Female,United Kingdom,Artist,1935,1974.0,,39.0,30-39
430488,Q5047123,Carter Albrecht,,Male,United States of America,Artist,1973,2007.0,,34.0,30-39
430490,Q5047143,Carter Cornelius,musician,Male,United States of America,Artist,1948,1991.0,natural causes,43.0,40-49
430504,Q5047642,Cary Lu,writer,Male,People's Republic of China,Artist,1945,1997.0,,52.0,50-59
430570,Q5049204,Larry Martyn,actor,Male,United Kingdom,Artist,1934,1994.0,,60.0,50-59
430664,Q5052727,Catherine Higgins,actress,,United States of America,Artist,1938,1997.0,suicide,59.0,50-59
430737,Q5053361,Cathryn Harrison,actress,Female,United Kingdom,Artist,1959,2018.0,,59.0,50-59
430741,Q5053425,Cathy Godbold,actress,Female,Australia,Artist,1974,2018.0,natural causes,44.0,40-49
430752,Q5054853,Cavan Kendall,actor,Male,United Kingdom,Artist,1942,1999.0,natural causes,57.0,50-59
431134,Q5057936,Celestine Tate Harrington,musician,Female,United States of America,Artist,1956,1998.0,accident,42.0,40-49
431216,Q5066264,Chad Holt,actor,Male,United States of America,Artist,1972,2019.0,,47.0,40-49
431225,Q5066961,Peter Bzdúch,actor,Male,Slovakia,Artist,1955,2012.0,,57.0,
431259,Q5068769,Chalino Sánchez,singer,Male,Mexico,Artist,1960,1992.0,homicide,32.0,30-39
431335,Q5072767,Chaohua Wang,writer,Female,,Artist,1952,1989.0,,37.0,30-39
431336,Q5072909,Chapanga Wilson,poet,Male,Tanzania,Artist,1978,2014.0,,36.0,
431365,Q5074597,Charla Doherty,actress,Female,United States of America,Artist,1946,1988.0,,42.0,40-49
431413,Q5074774,"Charles ""Rusty"" Goodman",singer,Male,United States of America,Artist,1933,1990.0,,57.0,50-59
431496,Q5074943,Charles Aberg,artist,Male,United States of America,Artist,1945,1982.0,suicide,37.0,30-39
431993,Q5075826,Charles Brown,actor,Male,United States of America,Artist,1946,2004.0,natural causes,58.0,50-59
432016,Q5075863,Charles Buckmaster,,Male,,Artist,1950,1972.0,,22.0,18-29
432102,Q5076042,Charles Caldwell,musician,Male,United States of America,Artist,1943,2003.0,,60.0,50-59
432381,Q5076575,Charles Crumb,,Male,United States of America,Artist,1942,1992.0,suicide,50.0,40-49
432985,Q5077638,Charles Fernando,artist,Male,Zimbabwe,Artist,1941,1991.0,,50.0,
433425,Q5078692,Charles Haldeman,writer,Male,United States of America,Artist,1931,1983.0,,52.0,50-59
433791,Q5079341,Charles J. Givens,writer,Male,United States of America,Artist,1941,1998.0,natural causes,57.0,50-59
436410,Q5085524,Charlie Smalls,composer,Male,United States of America,Artist,1943,1987.0,,44.0,40-49
436615,Q5087049,Chas Smith,actor,Male,,Artist,1957,2007.0,natural causes,50.0,40-49
436700,Q5090916,Chen Uen,,Male,Taiwan,Artist,1958,2017.0,,59.0,
436967,Q5100983,Ching Arellano,actor,Male,Philippines,Artist,1960,2011.0,natural causes,51.0,50-59
437056,Q5105675,Chris Acland,musician,Male,United Kingdom,Artist,1966,1996.0,suicide,30.0,18-29
437063,Q5105771,Chris Austin,musician,Male,United States of America,Artist,1964,1991.0,,27.0,18-29
437068,Q5105876,Chris Bell,singer,Male,United States of America,Artist,1951,1978.0,accident,27.0,18-29
437069,Q5105878,Chris Bender,musician,Male,United States of America,Artist,1972,1991.0,homicide,19.0,18-29
437070,Q5105949,Chris Boyce,writer,Male,,Artist,1943,1999.0,,56.0,50-59
437074,Q5105977,Chris Brinker,film,Male,United States of America,Artist,1970,2013.0,,43.0,40-49
437106,Q5106606,Chris Fuhrman,writer,Male,United States of America,Artist,1960,1991.0,natural causes,31.0,30-39
437107,Q5106612,Chris Gaffney,musician,Male,United States of America,Artist,1950,2008.0,natural causes,58.0,50-59
437139,Q5107089,Chris Kennedy,film,Male,Australia,Artist,1955,2013.0,,58.0,50-59
437165,Q5107460,Chris Michie,musician,Male,United States of America,Artist,1948,2003.0,natural causes,55.0,50-59
437206,Q5108222,Chris Tame,writer,Male,,Artist,1949,2006.0,natural causes,57.0,50-59
437219,Q5108423,Chris Warren,musician,Male,United States of America,Artist,1968,2016.0,,48.0,40-49
437279,Q5109340,Christian Blackwood,actor,Male,United States of America,Artist,1942,1992.0,natural causes,50.0,40-49
437445,Q5110447,Christiane Pflug,artist,Female,Germany,Artist,1936,1972.0,suicide,36.0,30-39
437448,Q5110456,Vytautas Kernagis,musician,Male,Lithuania,Artist,1951,2008.0,natural causes,57.0,50-59
437449,Q5110658,Christie Allen,,Female,Australia,Artist,1954,2008.0,natural causes,54.0,50-59
437491,Q5111043,Christine Hargreaves,actress,Female,United Kingdom,Artist,1939,1984.0,natural causes,45.0,40-49
437509,Q5111197,Christine Tamblyn,artist,Female,United States of America,Artist,1951,1998.0,,47.0,40-49
437580,Q5111957,Christopher Blake,actor,Male,United Kingdom; New Zealand,Artist,1949,2004.0,natural causes,55.0,
437616,Q5112121,Christopher Coe,writer,Male,United States of America,Artist,1953,1994.0,,41.0,40-49
437630,Q5112180,Christopher D'Arcangelo,artist,Male,United States of America,Artist,1955,1979.0,,24.0,18-29
437676,Q5112402,Christopher Gilbert,writer,Male,United States of America,Artist,1949,2007.0,,58.0,50-59
437866,Q5113275,Christopher Steel,composer,Male,United Kingdom,Artist,1938,1991.0,,53.0,50-59
437869,Q5113284,Christopher Stone,actor,Male,United States of America,Artist,1942,1995.0,natural causes,53.0,50-59
437925,Q5113575,Christos Negas,actor,Male,Greece,Artist,1936,1981.0,,45.0,40-49
437933,Q5113640,Christy Essien-Igbokwe,actress,Female,Nigeria,Artist,1960,2011.0,,51.0,50-59
438075,Q5115825,Chuck Wagon,musician,Male,United States of America,Artist,1956,1981.0,suicide,25.0,18-29
438724,Q5128717,Claude Bessy,singer,Male,France,Artist,1945,1999.0,natural causes,54.0,50-59
438916,Q5129271,Claudia Vecchiarelli,artist,Female,,Artist,1978,2009.0,,31.0,30-39
438927,Q5129369,Claudio Guarino,artist,Male,Italy,Artist,1966,2004.0,,38.0,30-39
438936,Q5129420,Claudio Slon,musician,Male,Brazil,Artist,1943,2002.0,,59.0,50-59
438973,Q5129925,Clay Huffman,artist,Male,United States of America,Artist,1957,2001.0,,44.0,40-49
438993,Q5130076,Claydes Charles Smith,musician,Male,United States of America,Artist,1948,2006.0,,58.0,50-59
438996,Q5130199,Clayton Counts,musician,Male,United States of America,Artist,1973,2016.0,,43.0,40-49
439179,Q5131642,Cleo Odzer,writer,Female,United States of America,Artist,1950,2001.0,,51.0,50-59
439693,Q5137289,Clément Sauvé,artist,Male,Canada,Artist,1977,2011.0,,34.0,30-39
439843,Q5145189,Colin Harvey,writer,Male,United Kingdom,Artist,1960,2011.0,natural causes,51.0,50-59
439874,Q5145311,Colin Mackay,poet,Male,United Kingdom,Artist,1951,2003.0,suicide,52.0,50-59
440084,Q5158676,Manuel Moreno Barranco,writer,Male,Spain,Artist,1932,1963.0,homicide,31.0,30-39
440110,Q5161847,Connie Eaton,singer,Female,United States of America,Artist,1950,1999.0,,49.0,40-49
440331,Q5163773,Constantin Virgil Banescu,writer,Male,Romania,Artist,1982,2009.0,,27.0,18-29
440393,Q5167087,Cookie Mueller,writer,Female,United States of America,Artist,1949,1989.0,natural causes,40.0,30-39
440481,Q5171205,Cornelio Reyna,musician,Male,Mexico,Artist,1940,1997.0,,57.0,50-59
440668,Q5175060,Costas Tsicaderis,composer,Male,Australia,Artist,1945,2004.0,,59.0,50-59
440741,Q5181046,Craig Hinton,writer,Male,,Artist,1964,2006.0,natural causes,42.0,40-49
440817,Q5186245,Cristian Popescu,poet,Male,Romania,Artist,1959,1995.0,,36.0,30-39
440935,Q5195350,Curt Boettcher,musician,Male,United States of America,Artist,1944,1987.0,,43.0,40-49
441117,Q5199111,Cyd Adams,poet,Male,United States of America,Artist,1949,2005.0,,56.0,50-59
441134,Q5200103,Cynthia Layne,musician,Female,United States of America,Artist,1963,2015.0,,52.0,50-59
441538,Q5203474,D. A. Levy,writer,Male,United States of America,Artist,1942,1968.0,suicide,26.0,18-29
441545,Q5203501,D. B. Seth,artist,Male,India; British Raj,Artist,1944,2000.0,,56.0,50-59
441759,Q5210424,Dale Eldred,,Male,United States of America,Artist,1933,1993.0,accident,60.0,50-59
441781,Q5210546,Dale McBride,musician,Male,United States of America,Artist,1936,1992.0,,56.0,50-59
441810,Q5210684,Dale Warren,musician,Male,United States of America,Artist,1940,1994.0,,54.0,50-59
441815,Q5210909,Dalia Juknevičiūtė,artist,Female,Lithuania,Artist,1935,1975.0,,40.0,30-39
441822,Q5211260,Dallas Adams,actor,Male,,Artist,1947,1991.0,,44.0,40-49
441858,Q5212284,Damian Le Bas,artist,Male,United Kingdom,Artist,1963,2017.0,,54.0,50-59
441861,Q5212315,Damian Ramsey,poet,Male,United States of America,Artist,1978,2007.0,natural causes,29.0,18-29
441873,Q5212517,Damien Sin,writer,Male,Singapore,Artist,1965,2011.0,,46.0,
441876,Q5212599,Damir Siraciev,,Male,,Artist,1954,1998.0,,44.0,40-49
441882,Q5212838,Damon Intrabartolo,composer,Male,United States of America,Artist,1975,2013.0,,38.0,30-39
441901,Q5213093,Dan Apostol,writer,Male,Romania,Artist,1957,2013.0,,56.0,50-59
441999,Q5213738,Dan Ireland,film,Male,Canada,Artist,1958,2016.0,,58.0,50-59
442110,Q5214364,Danny Sembello,musician,Male,United States of America,Artist,1963,2015.0,accident,52.0,50-59
